car_name,price,link,image,seller,place_of_sale,upload_time,view
"SANTAFE đủ màu, đẳng cấp, sang trọng, mẫu mã đẹp, có xe giao nhanh",995 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3354715/SANTAFE-du-mau-dang-cap-sang-trong-mau-ma-dep-co-xe-giao-nhanh.html,//static2.enbaccdn.com/zoom/670_500/ebx/2019/04/16/1064776/15554320568965157515.jpg,Tungnguyensonghan199,Đà Nẵng,08:57 | 03.08.22,243
"Nhanh tay sắm Accent, nhận ngay nhiều ưu đãi, giảm giá lên đến 50...",396 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3314405/Nhanh-tay-sam-Accent-nhan-ngay-nhieu-uu-dai-giam-gia-len-den-50-trieu-dua-truoc-95-trieu-nhan-xe.html,//static2.enbaccdn.com/zoom/670_500/ebx/2021/11/03/1064776/16359253340242266299.jpg,Tungnguyensonghan199,Đà Nẵng,08:57 | 03.08.22,211
Giảm thuế giảm 54 triệu cho kona 2021 đủ màu giao ngay,582 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3362232/Giam-thue-giam-54-trieu-cho-kona-2021-du-mau-giao-ngay.html,//static2.enbaccdn.com/zoom/670_500/ebx/2019/05/03/1064776/155688313744174223.jpg,Tungnguyensonghan199,Đà Nẵng,08:57 | 03.08.22,218
"Tucson 2021 đù màu nhiều phiên bản đẹp, có xe giao nhanh, hỗ trợ...",731 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3362234/Tucson-2021-du-mau-nhieu-phien-ban-dep-co-xe-giao-nhanh-ho-tro-moi-thu-tuc-giay-to.html,//static2.enbaccdn.com/zoom/670_500/ebx/2019/05/03/1064776/15568836919482914276.jpg,Tungnguyensonghan199,Đà Nẵng,08:57 | 03.08.22,313
"Giao Xe nhanh, rinh ngay Accent vi vu đi chơi",425 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3314403/Giao-Xe-nhanh-rinh-ngay-Accent-vi-vu-di-choi.html,//static2.enbaccdn.com/zoom/670_500/ebx/2018/12/24/1064776/15456676864592811813.jpg,Tungnguyensonghan199,Đà Nẵng,08:57 | 03.08.22,160
"Xe Accent 2019 xe phù hợp với mọi gia đình, liên hệ ngay để...",425 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3314402/Xe-Accent-2019-xe-phu-hop-voi-moi-gia-dinh-lien-he-ngay-de-nhan-nhieu-uu-dai-lon.html,//static2.enbaccdn.com/zoom/670_500/ebx/2018/12/24/1064776/15456676895356776655.jpg,Tungnguyensonghan199,Đà Nẵng,08:57 | 03.08.22,184
Accent 2019 đủ màu giá tốt giao xe nhanh hỗ trợ vay 80%,425 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3314404/Accent-2019-du-mau-gia-tot-giao-xe-nhanh-ho-tro-vay-80.html,//static2.enbaccdn.com/zoom/670_500/ebx/2018/12/24/1064776/15456676881793831834.jpg,Tungnguyensonghan199,Đà Nẵng,08:57 | 03.08.22,224
Toyota Cross 2022 Hybrid,936 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3746786/Toyota-Cross-2022-Hybrid.html,//static2.enbaccdn.com/zoom/670_500/ebx/2022/06/14/1119516/16552044447713903585.jpg,laninguyen13,Đà Nẵng,18:04 | 14.06.22,107
"Đại Lý Audi Đà Nẵng, bán Audi Q5 nhập khẩu châu âu, Chương trình...",250 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p2718921/Dai-Ly-Audi-Da-Nang-ban-Audi-Q5-nhap-khau-chau-au-Chuong-trinh-uu-dai-lon.html,//static2.enbaccdn.com/zoom/670_500/ebx/2022/01/05/1000293/16413666974893888160.jpg,Xe_Nhap_Khau,Đà Nẵng,14:14 | 05.01.22,332
"Đại Lý Audi Đà Nẵng, bán Audi A6 nhập khẩu châu âu, Chương trình...",22.000 đ,https://oto.enbac.com/Da-Nang/Xe-hoi/p2715245/Dai-Ly-Audi-Da-Nang-ban-Audi-A6-nhap-khau-chau-au-Chuong-trinh-uu-dai-lon.html,//static2.enbaccdn.com/zoom/670_500/ebx/2022/01/05/1000293/1641366340760369775.jpg,Xe_Nhap_Khau,Đà Nẵng,14:08 | 05.01.22,364
"HOT Accent 2019 có sẵn, hỗ trợ toàn bộ thủ tục giao xe nhanh",425 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3306464/HOT-Accent-2019-co-san-ho-tro-toan-bo-thu-tuc-giao-xe-nhanh.html,//static2.enbaccdn.com/zoom/670_500/ebx/2018/12/04/1064776/15439310107024752575.jpg,Tungnguyensonghan199,Đà Nẵng,09:36 | 25.12.21,193
"Accent 2019 mới hoàn toàn, LH Xuân Tùng 0906409199",425 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3318811/Accent-2019-moi-hoan-toan-LH-Xuan-Tung-0906409199.html,//static2.enbaccdn.com/zoom/670_500/ebx/2019/01/05/1064776/15467045320892791368.jpg,Tungnguyensonghan199,Đà Nẵng,09:36 | 25.12.21,176
"Santafe 2019 đổ bộ thị trường Việt Nam, đủ màu nhiều phiên bản cực...",995 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3321262/Santafe-2019-do-bo-thi-truong-Viet-Nam-du-mau-nhieu-phien-ban-cuc-hot-uu-dai-bat-ngo.html,//static2.enbaccdn.com/zoom/670_500/ebx/2019/01/11/1064776/15472211554634332760.jpg,Tungnguyensonghan199,Đà Nẵng,09:36 | 25.12.21,162
"Accent 2021 đủ màu, hỗ trợ trả góp tối đa, đăng kí toàn bộ...",396 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3362205/Accent-2021-du-mau-ho-tro-tra-gop-toi-da-dang-ki-toan-bo-giay-to.html,//static2.enbaccdn.com/zoom/670_500/ebx/2019/05/03/1064776/15568790215603337411.jpg,Tungnguyensonghan199,Đà Nẵng,14:12 | 21.12.21,223
"I10 2021 giảm thuế 20 triệu giảm giá xe 30 triệu , đủ màu...",324.5 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3354718/I10-2021-giam-thue-20-trieu-giam-gia-xe-30-trieu-du-mau-giao-ngay-dua-truoc-90-trieu-nhan-xe.html,//static2.enbaccdn.com/zoom/670_500/ebx/2019/04/16/1064776/1555432902401161521.jpg,Tungnguyensonghan199,Đà Nẵng,14:12 | 21.12.21,198
Xe Kia Sedona phiên bản Deluxe,860 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3711927/Xe-Kia-Sedona-phien-ban-Deluxe.html,//static2.enbaccdn.com/zoom/670_500/ebx/2021/12/18/1108855/16397938223267758839.jpg,Cahava,Đà Nẵng,09:17 | 18.12.21,81
HOT Grand i10 2019 giá mới 2019 hỗ trợ đăng kí Grab Uber vay...,350 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3161750/HOT-Grand-i10-2019-gia-moi-2019-ho-tro-dang-ki-Grab-Uber-vay-90.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/12/05/1064776/1512445798929814553.jpg,Tungnguyensonghan199,Đà Nẵng,09:47 | 19.11.21,243
"Giá xe Elantra Đà Nẵng chỉ cần 160 triệu nhận xe ngay, đăng ký...",580 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3166291/Gia-xe-Elantra-Da-Nang-chi-can-160-trieu-nhan-xe-ngay-dang-ky-Grab-Uber.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/12/13/1064776/15131339408682151785.jpeg,Tungnguyensonghan199,Đà Nẵng,09:47 | 19.11.21,213
"Ra mắt mẫu mới Elantra 2019 ,có xe giao nhanh",580 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3311717/Ra-mat-mau-moi-Elantra-2019-co-xe-giao-nhanh.html,//static2.enbaccdn.com/zoom/670_500/ebx/2018/12/18/1064776/15451138526008111659.jpg,Tungnguyensonghan199,Đà Nẵng,09:46 | 19.11.21,211
TUCSON 2019 phiên bản đen thời thượng giá tốt nhất thị trường hiện nay.,799 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3293659/TUCSON-2019-phien-ban-den-thoi-thuong-gia-tot-nhat-thi-truong-hien-nay.html,//static2.enbaccdn.com/zoom/670_500/ebx/2018/11/05/1064776/15414231164336932500.jpg,Tungnguyensonghan199,Đà Nẵng,09:46 | 19.11.21,169
"Hyundai Elantra Có sẵn giao xe nhanh, trả góp 90% xe",580 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3166289/Hyundai-Elantra-Co-san-giao-xe-nhanh-tra-gop-90-xe.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/12/13/1064776/15131339348636574290.jpg,Tungnguyensonghan199,Đà Nẵng,15:34 | 17.11.21,282
"Rinh ngay xe Elantra về , Có sẵn xe giao nhanh",580 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3313734/Rinh-ngay-xe-Elantra-ve-Co-san-xe-giao-nhanh.html,//static2.enbaccdn.com/zoom/670_500/ebx/2018/12/22/1064776/15454705319923588653.jpg,Tungnguyensonghan199,Đà Nẵng,15:34 | 17.11.21,227
"Hyundai Grand I10 2019,đủ màu với nhiều ưu đãi cực lớn",350 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3293335/Hyundai-Grand-I10-2019-du-mau-voi-nhieu-uu-dai-cuc-lon.html,//static2.enbaccdn.com/zoom/670_500/ebx/2018/11/05/1064776/1541401782910442248.jpg,Tungnguyensonghan199,Đà Nẵng,15:34 | 17.11.21,158
"Elantra màu trắng, có sẵn xe giao nhanh, nhiều phần quà hấp dẫn",580 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3293673/Elantra-mau-trang-co-san-xe-giao-nhanh-nhieu-phan-qua-hap-dan.html,//static2.enbaccdn.com/zoom/670_500/ebx/2018/11/05/1064776/15414288871615132117.jpg,Tungnguyensonghan199,Đà Nẵng,15:34 | 17.11.21,130
"Hyundai Elantra 2019 màu đỏ cá tính, hỗ trợ vay vốn lên đến 90%",580 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3293674/Hyundai-Elantra-2019-mau-do-ca-tinh-ho-tro-vay-von-len-den-90.html,//static2.enbaccdn.com/zoom/670_500/ebx/2018/11/05/1064776/1541428636291658661.jpg,Tungnguyensonghan199,Đà Nẵng,15:32 | 17.11.21,258
"Hyundai TUCSON 2019 đủ màu, hiện đại giá cạnh tranh nhất thị trường cùng...",799 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3293662/Hyundai-TUCSON-2019-du-mau-hien-dai-gia-canh-tranh-nhat-thi-truong-cung-nhieu-uu-dai-hap-dan.html,//static2.enbaccdn.com/zoom/670_500/ebx/2018/11/05/1064776/1541423564072754436.jpg,Tungnguyensonghan199,Đà Nẵng,15:32 | 17.11.21,172
I10 giá mới 2019 giảm sốc 40 triệu LH: Tùng Nguyễn 0906409199 hỗ trợ...,315 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3166519/I10-gia-moi-2019-giam-soc-40-trieu-LH-Tung-Nguyen-0906409199-ho-tro-vay-90-du-mau-giao-xe-ngay-dki-Grab-Uber.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/12/13/1064776/15131499889623371806.jpg,Tungnguyensonghan199,Đà Nẵng,15:30 | 17.11.21,400
"Elantra vàng be cực độc lạ, Xe giao nhanh",580 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3317678/Elantra-vang-be-cuc-doc-la-Xe-giao-nhanh.html,//static2.enbaccdn.com/zoom/670_500/ebx/2019/01/02/1064776/1546446919169182747.jpg,Tungnguyensonghan199,Đà Nẵng,09:40 | 17.11.21,134
Đã ra mắt SANTAFE nhanh tay sỡ hữu con xe hoàn hảo nhất từ...,995 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3322134/Da-ra-mat-SANTAFE-nhanh-tay-so-huu-con-xe-hoan-hao-nhat-tu-truoc-den-nay.html,//static2.enbaccdn.com/zoom/670_500/ebx/2019/01/11/1064776/15472219675658811819.jpg,Tungnguyensonghan199,Đà Nẵng,09:39 | 17.11.21,202
"Elantra giảm tới 40 triệu giảm thuế 35 triệu , đủ màu giao ngay...",540 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3313744/Elantra-giam-toi-40-trieu-giam-thue-35-trieu-du-mau-giao-ngay-dua-truoc-150-trieu-lay-xe.html,//static2.enbaccdn.com/zoom/670_500/ebx/2018/12/22/1064776/15454686540301120464.jpg,Tungnguyensonghan199,Đà Nẵng,09:39 | 17.11.21,250
"HOT TUCSON giá tốt, hỗ trợ đầy đủ thủ tục giấy tờ,giao xe nhanh",799 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3301595/HOT-TUCSON-gia-tot-ho-tro-day-du-thu-tuc-giay-to-giao-xe-nhanh.html,//static2.enbaccdn.com/zoom/670_500/ebx/2018/11/22/1064776/15428994638289409718.jpg,Tungnguyensonghan199,Đà Nẵng,10:07 | 12.11.21,210
Bán xe Accent All New 2019 hoan toàn mới giá tốt,425 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3196355/Ban-xe-Accent-All-New-2019-hoan-toan-moi-gia-tot.html,//static2.enbaccdn.com/zoom/670_500/ebx/2019/01/05/1064776/15467045300227758885.jpg,Tungnguyensonghan199,Đà Nẵng,10:06 | 12.11.21,273
"I10 giá mới 2019 Đà Nẵng Tùng Nguyễn Hỗ trợ vay 90% xe, bao...",350 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3166489/I10-gia-moi-2019-Da-Nang-Tung-Nguyen-Ho-tro-vay-90-xe-bao-dau-ho-so-kho-du-mau-giao-xe-ngay.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/12/13/1064776/15131341045914622430.jpg,Tungnguyensonghan199,Đà Nẵng,10:06 | 12.11.21,317
Tucson 2019 giảm sốc 130 triệu giá tốt LH Tùng Nguyễn 0906.409.199 hỗ trợ...,799 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3166526/Tucson-2019-giam-soc-130-trieu-gia-tot-LH-Tung-Nguyen-0906-409-199-ho-tro-vay-90-du-mau-giao-xe-ngay.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/12/13/1064776/1513150217865461740.jpg,Tungnguyensonghan199,Đà Nẵng,10:06 | 12.11.21,290
Honda CITY 2021 Ưu đãi lớn,584 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3701543/Honda-CITY-2021-Uu-dai-lon.html,//static2.enbaccdn.com/zoom/670_500/ebx/2021/11/10/1116792/16365266098836237416.png,Lam_Honda,Đà Nẵng,13:44 | 10.11.21,63
"Có sẵn Accent 2019 phiên bản tự động đặc biệt, hỗ trợ giao xe...",425 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3306462/Co-san-Accent-2019-phien-ban-tu-dong-dac-biet-ho-tro-giao-xe-nhanh.html,//static2.enbaccdn.com/zoom/670_500/ebx/2018/12/04/1064776/15439308284094185686.jpg,Tungnguyensonghan199,Đà Nẵng,15:13 | 03.11.21,223
"Xe hơi Elantra 2019, đủ màu nhiều phiên bản hấp dẫn, giá cực tốt",580 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3293670/Xe-hoi-Elantra-2019-du-mau-nhieu-phien-ban-hap-dan-gia-cuc-tot.html,//static2.enbaccdn.com/zoom/670_500/ebx/2018/11/05/1064776/15414286353243250203.jpg,Tungnguyensonghan199,Đà Nẵng,15:13 | 03.11.21,264
HOT Elantra 2019 giá mới 2019 hỗ trợ đăng kí Grab Uber vay 90%,580 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3161749/HOT-Elantra-2019-gia-moi-2019-ho-tro-dang-ki-Grab-Uber-vay-90.html,//static2.enbaccdn.com/zoom/670_500/ebx/2017/11/11/1064776/15103668307082428342.jpg,Tungnguyensonghan199,Đà Nẵng,15:12 | 03.11.21,321
"Grand I10 phiên bản bạc sang trọng,hỗ trợ vay vốn lên đến 90%",350 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3293325/Grand-I10-phien-ban-bac-sang-trong-ho-tro-vay-von-len-den-90.html,//static2.enbaccdn.com/zoom/670_500/ebx/2018/11/05/1064776/15414015594357926375.jpg,Tungnguyensonghan199,Đà Nẵng,14:43 | 03.11.21,169
"Bán xe sang Audi Q3 2020 nhập khẩu tại Đà Nẵng, chương trình khuyến...",2.010 đ,https://oto.enbac.com/Da-Nang/Xe-hoi/p3023553/Ban-xe-sang-Audi-Q3-2020-nhap-khau-tai-Da-Nang-chuong-trinh-khuyen-mai-lon-Audi-Da-Nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2020/04/17/978359/15870808842448327898.jpg,audidanang,Đà Nẵng,07:12 | 15.10.21,409
"Bán xe sang Audi Q8 sline nhập khẩu tại Đà Nẵng, Có nhiều ưu...",4.650 đ,https://oto.enbac.com/Da-Nang/Xe-hoi/p3023541/Ban-xe-sang-Audi-Q8-sline-nhap-khau-tai-Da-Nang-Co-nhieu-uu-dai-lon-audi-da-nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2020/09/24/978359/1600908144515455266.jpg,audidanang,Đà Nẵng,07:12 | 15.10.21,486
"Bán Audi Q5 nhập khẩu đà nẵng, audi miền trung, audi đà nẵng, audi...",2.630 đ,https://oto.enbac.com/Da-Nang/Xe-hoi/p2885803/Ban-Audi-Q5-nhap-khau-da-nang-audi-mien-trung-audi-da-nang-audi-nhap-khau-mien-trung.html,//static2.enbaccdn.com/zoom/670_500/ebx/2021/03/02/978359/16146424475604442322.jpg,audidanang,Đà Nẵng,07:12 | 15.10.21,522
"Bán Audi A6 đà nẵng, Chương trình khuyến mãi lớn trong tháng, bán audi...",26.000 đ,https://oto.enbac.com/Da-Nang/Xe-hoi/p2885809/Ban-Audi-A6-da-nang-Chuong-trinh-khuyen-mai-lon-trong-thang-ban-audi-mien-trung-audi-nhap-khau.html,//static2.enbaccdn.com/zoom/670_500/ebx/2020/07/17/978359/15949437047557862408.jpg,audidanang,Đà Nẵng,07:11 | 15.10.21,608
"Bán Audi Q7 2020 nhập khẩu đà nẵng, khuyến mãi lớn trong tháng, bán...",4.180 đ,https://oto.enbac.com/Da-Nang/Xe-hoi/p2885817/Ban-Audi-Q7-2020-nhap-khau-da-nang-khuyen-mai-lon-trong-thang-ban-audi-mien-trung-audi-mien-trung-audi-da-nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2020/04/17/978359/15870804491343458357.jpg,audidanang,Đà Nẵng,07:11 | 15.10.21,610
"Bán xe Audi Q2 2021 nhập khẩu tại Đà Nẵng, chương trình khuyến mãi...",1.700 đ,https://oto.enbac.com/Da-Nang/Xe-hoi/p3023559/Ban-xe-Audi-Q2-2021-nhap-khau-tai-Da-Nang-chuong-trinh-khuyen-mai-lon.html,//static2.enbaccdn.com/zoom/670_500/ebx/2021/04/13/978359/16182716183573289207.jpg,audidanang,Đà Nẵng,07:06 | 02.10.21,674
"Bán Audi A4 2020 đà nẵng, bán audi nhập khẩu đà nẵng, bán audi...",1.500 đ,https://oto.enbac.com/Da-Nang/Xe-hoi/p2885823/Ban-Audi-A4-2020-da-nang-ban-audi-nhap-khau-da-nang-ban-audi-mien-trung-Audi-Da-Nang.html,//static2.enbaccdn.com/zoom/670_500/ebx/2020/04/17/978359/1587084230827843153.jpg,audidanang,Đà Nẵng,06:44 | 10.07.21,535
Honda CR V 2021 Ưu đãi 100% trước bạ,998 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3665440/Honda-CR-V-2021-Uu-dai-100-truoc-ba.html,//static2.enbaccdn.com/zoom/670_500/ebx/2021/07/01/1114581/16251456185358357302.png,TungLam_Hondadanang,Đà Nẵng,20:21 | 01.07.21,87
Honda city rs 2021,599 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3665194/Honda-city-rs-2021.html,//static2.enbaccdn.com/zoom/670_500/ebx/2021/07/01/1114581/16251092251809928129.jpg,TungLam_Hondadanang,Đà Nẵng,10:17 | 01.07.21,87
Cần bán xe Hyundai Veracruz 2008 Tự động,395 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3621705/Can-ban-xe-Hyundai-Veracruz-2008-Tu-dong.html,//static2.enbaccdn.com/zoom/670_500/ebx/2021/01/10/1109693/1610284535719502570.jpg,dangtinxzy,Đà Nẵng,20:16 | 10.01.21,139
Cần bán xe Mitsubishi Pajero 2000 Số sàn,130 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3615288/Can-ban-xe-Mitsubishi-Pajero-2000-So-san.html,//static2.enbaccdn.com/zoom/670_500/ebx/2020/12/20/1109693/16084403243661882329.jpg,dangtinxzy,Đà Nẵng,11:59 | 20.12.20,113
Chính chủ cần bán xe spark đời 2013,120 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3614673/Chinh-chu-can-ban-xe-spark-doi-2013.html,//static2.enbaccdn.com/zoom/670_500/ebx/2020/12/18/1109693/160825706041961746.jpg,dangtinxzy,Đà Nẵng,09:04 | 18.12.20,122
"Cần bán xe Ford Transit 2016 Số sàn, bản tiêu chuẩn",415 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3611966/Can-ban-xe-Ford-Transit-2016-So-san-ban-tieu-chuan.html,//static2.enbaccdn.com/zoom/670_500/ebx/2020/12/10/1109693/1607585443438498118.jpg,dangtinxzy,Đà Nẵng,14:31 | 10.12.20,109
Hyundai Accent 2021 facelift,505 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3610409/Hyundai-Accent-2021-facelift.html,//static2.enbaccdn.com/zoom/670_500/ebx/2020/12/05/1103839/16071553370541343693.jpg,laihyundai,Đà Nẵng,15:04 | 05.12.20,70
Chính chủ bán xe Hyundai Elantra 2016 Tự động,497 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3608316/Chinh-chu-ban-xe-Hyundai-Elantra-2016-Tu-dong.html,//static2.enbaccdn.com/zoom/670_500/ebx/2020/11/28/1109693/1606537148762115249.jpg,dangtinxzy,Đà Nẵng,11:20 | 28.11.20,116
Chính chủ cần bán xe bmw x6 3.5i,595 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3607781/Chinh-chu-can-ban-xe-bmw-x6-3-5i.html,//static2.enbaccdn.com/zoom/670_500/ebx/2020/11/26/1109693/16063775323105820821.jpg,dangtinxzy,Đà Nẵng,14:59 | 26.11.20,121
Chính chủ cần bán xe Ford EcoSport titanium Back 2017 Tự động,485 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3607580/Chinh-chu-can-ban-xe-Ford-EcoSport-titanium-Back-2017-Tu-dong.html,//static2.enbaccdn.com/zoom/670_500/ebx/2020/11/26/1109693/160635682547963984.jpg,dangtinxzy,Đà Nẵng,09:14 | 26.11.20,105
Xe chính chủ cần bán. Xe nhu mới.,360 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3604004/Xe-chinh-chu-can-ban-Xe-nhu-moi.html,//static2.enbaccdn.com/zoom/670_500/ebx/2020/11/13/1109693/16052785551259429832.jpg,dangtinxzy,Đà Nẵng,21:43 | 13.11.20,128
"Xe huyndai, đời 2016",500 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3580518/Xe-huyndai-doi-2016.html,//static2.enbaccdn.com/zoom/670_500/ebx/2020/09/14/1086520/16000722326928169501.jpg,phuongnhi18,Đà Nẵng,15:32 | 14.09.20,97
Hyundai Accent kiến tạo lối đi riêng,426 triệu,https://oto.enbac.com/Da-Nang/Xe-hoi/p3558590/Hyundai-Accent-kien-tao-loi-di-rieng.html,//static2.enbaccdn.com/zoom/670_500/ebx/2020/07/18/1097542/15950360153418450225.jpeg,lenhien1018,Đà Nẵng,11:52 | 18.07.20,105
